target_id,ens_gene,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,,,,
PA4358,feoB,0.301937368,0.664505707,-0.334402895,0.323943508,5.618851757,0.061470113,0.004603727,0.030299427,0.152805368,0.152805368,,,,
PA4524.1,PA4524.1,0.302914659,0.66638783,1.114371842,1.081701078,4.962895159,1.776640048,0.009976346,1.745139489,0.154843469,1.745139489,,,,
PA0282,cysT,0.303839185,0.66638942,0.752837845,0.73216499,4.503895807,0.813308134,0.017967781,0.786130579,0.236328848,0.786130579,,,,
PA0365,laoB,0.303960128,0.66638942,-0.463145393,0.450540134,4.299441672,0.107564459,0.017771916,0.036244787,0.286707702,0.286707702,,,,
PA0418,PA0418,0.305368586,0.66638942,-0.319913844,0.312114551,5.181131504,0.138095487,0.007244472,0.126995562,0.138878767,0.138878767,,,,
PA0511,nirJ,0.305278394,0.66638942,-1.065044313,1.038885465,4.512388222,1.635435429,0.02518953,1.593734985,0.234471677,1.593734985,,,,
PA0966,ruvA,0.303334479,0.66638942,0.805489624,0.782553729,6.022975305,0.929512466,0.003160122,0.915425386,0.203698838,0.915425386,,,,
PA1432,lasI,0.305328338,0.66638942,0.657892073,0.641799677,7.66108229,0.395093913,0.000497732,0.331061416,0.617362506,0.617362506,,,,
PA1435,PA1435,0.305723545,0.66638942,-0.966575882,0.943703731,4.576069334,1.34897276,0.020522311,1.315342788,0.220015617,1.315342788,,,,
PA1965,PA1965,0.305717167,0.66638942,-0.507217363,0.495208513,4.083113763,0.225828648,0.019202327,0.166607438,0.34864488,0.34864488,,,,
PA2428,PA2428,0.304413172,0.66638942,-0.453857489,0.441918836,4.338437404,0.192414034,0.016841159,0.1464314,0.276097227,0.276097227,,,,
PA2507,catA,0.30529513,0.66638942,-1.253790573,1.223038197,3.978754316,2.266584157,0.059395966,2.18433768,0.376862519,2.18433768,,,,
PA2718,PA2718,0.305424493,0.66638942,-0.317219977,0.309522136,5.228688948,0.065667174,0.005782281,0.038565993,0.137923648,0.137923648,,,,
PA2779,PA2779,0.305459561,0.66638942,0.675545742,0.659200359,5.977729263,0.658362752,0.002629539,0.649188131,0.19691095,0.649188131,,,,
PA2873,tgpA,0.304259393,0.66638942,-0.495658291,0.482466627,5.646374335,0.353031998,0.004972295,0.344188775,0.155302386,0.344188775,,,,
PA3028,moeA2,0.304918961,0.66638942,-0.351013372,0.342137664,5.79317099,0.105594472,0.003479987,0.082309208,0.172107285,0.172107285,,,,
PA3277,PA3277,0.305048071,0.66638942,-0.318301683,0.310335958,5.219084576,0.102562762,0.00642336,0.083786607,0.138039251,0.138039251,,,,
PA3445,PA3445,0.30375684,0.66638942,0.472444902,0.459393374,4.258258884,0.310477967,0.018301186,0.286094704,0.298262222,0.298262222,,,,
PA4445,PA4445,0.303932355,0.66638942,-0.440769947,0.428749047,4.40184427,0.172923256,0.015998382,0.127301384,0.259740237,0.259740237,,,,
PA4467,PA4467,0.30397306,0.66638942,1.003702085,0.976410804,8.140528987,1.446279033,0.00040906,1.429658028,0.753225965,1.429658028,,,,
PA4773,speD2,0.305661015,0.66638942,-0.506143145,0.49410236,4.08714971,0.149371857,0.018695387,0.071951603,0.347510327,0.347510327,,,,
PA5024,PA5024,0.305243489,0.66638942,-0.392487114,0.382819499,5.052256139,0.222074763,0.008898518,0.210927635,0.146352828,0.210927635,,,,
PA5072,mcpK,0.303040197,0.66638942,-0.785403546,0.76257533,5.217061262,0.882882979,0.009345325,0.862936376,0.138068365,0.862936376,,,,
PA5120,PA5120,0.305001846,0.66638942,-0.612063775,0.596689413,3.559429895,0.197777545,0.041781743,0.064956914,0.49227564,0.49227564,,,,
PA5376,cbcV,0.304097044,0.66638942,0.31767903,0.309120386,5.279956975,0.055467186,0.005441852,0.026047143,0.137891268,0.137891268,,,,
PA4106,PA4106,0.306242939,0.667255074,-0.763902756,0.746627813,3.955426188,0.844007935,0.033454975,0.802724661,0.383128099,0.802724661,,,,
PA0037,trpI,0.313012238,0.6672813,-0.58568301,0.58050399,4.684712252,0.507289235,0.013241072,0.492236251,0.195658999,0.492236251,,,,
PA0054,PA0054,0.31647051,0.6672813,-0.322187679,0.321628928,5.035734783,0.05835243,0.007415616,0.026598085,0.147752135,0.147752135,,,,
PA0270,PA0270,0.308748455,0.6672813,0.523910217,0.51472158,3.964061937,0.255603125,0.016601771,0.199971417,0.380805687,0.380805687,,,,
PA0368,PA0368,0.307869866,0.6672813,-0.318178039,0.31203045,5.393928202,0.037375416,0.005438672,0.003316623,0.14060583,0.14060583,,,,
PA0439,PA0439,0.314236987,0.6672813,-0.738691725,0.734015084,4.085136655,0.810233412,0.024510151,0.783657065,0.348076642,0.783657065,,,,
PA0576,rpoD,0.31236571,0.6672813,0.675620397,0.668751979,7.846337692,0.609491881,0.000457805,0.590233451,0.670386009,0.670386009,,,,
PA0626,PA0626,0.315834031,0.6672813,-0.427255877,0.425954328,4.40452992,0.154531449,0.013080018,0.111628949,0.259075616,0.259075616,,,,
PA0665,PA0665,0.308974526,0.6672813,0.880938201,0.865892331,6.211962986,1.132539069,0.002567875,1.122086419,0.238250411,1.122086419,,,,
PA0686,hxcR,0.313780402,0.6672813,-1.16240705,1.153958584,4.123407892,2.003301542,0.047853201,1.949577419,0.337189096,1.949577419,,,,
PA0772,recO,0.313605023,0.6672813,-0.657352827,0.652338673,4.50921458,0.640288715,0.016041028,0.622277588,0.235168572,0.622277588,,,,
PA0830,PA0830,0.312018821,0.6672813,-0.38199213,0.377837803,5.800232834,0.215089082,0.003407991,0.210734117,0.173023658,0.210734117,,,,
PA0931,pirA,0.315969851,0.6672813,0.366687087,0.365672661,5.985248244,0.047016119,0.002578721,0.005769145,0.197996022,0.197996022,,,,
PA0980,PA0980,0.309539941,0.6672813,-1.531112464,1.506721875,4.252120419,3.427544585,0.057778186,3.347538029,0.300008844,3.347538029,,,,
PA1095,PA1095,0.315915325,0.6672813,-0.902876424,0.90027721,5.459807623,1.217154618,0.006538295,1.209210288,0.143331067,1.209210288,,,,
PA1163,ndvB,0.310815595,0.6672813,-0.588994056,0.581141584,5.841201397,0.509344848,0.004351713,0.502236597,0.178447358,0.502236597,,,,
PA1169,PA1169,0.311279752,0.6672813,-0.555258222,0.548381315,5.078332116,0.453359987,0.008727314,0.442355786,0.14432673,0.442355786,,,,
PA1176,napF,0.315507861,0.6672813,0.634967465,0.632606646,4.616252008,0.601184507,0.017191522,0.583095231,0.210770334,0.583095231,,,,
PA1214,PA1214,0.316426021,0.6672813,-1.125928513,1.123872561,4.180560833,1.896021945,0.038469638,1.856164662,0.320649613,1.856164662,,,,
PA1300,PA1300,0.311400018,0.6672813,0.795712556,0.786052957,6.984944079,0.931402643,0.001109812,0.925709065,0.427614742,0.925709065,,,,
PA1303,PA1303,0.311149492,0.6672813,0.454389,0.44864057,4.297226001,0.225572985,0.014596453,0.189943767,0.287321089,0.287321089,,,,
PA1345,PA1345,0.316122571,0.6672813,-0.443417073,0.442329945,5.202779267,0.293772547,0.007398022,0.286085649,0.138322496,0.286085649,,,,
PA1412,PA1412,0.315984484,0.6672813,-1.4135714,1.409703437,4.28382534,2.984171767,0.047981653,2.932914017,0.2910523,2.932914017,,,,
PA1475,ccmA,0.309587966,0.6672813,-0.372652728,0.366752781,4.770907625,0.20307014,0.010732363,0.191029041,0.179193056,0.191029041,,,,
PA1481,ccmG,0.31446302,0.6672813,-0.501906958,0.4989624,4.076183256,0.173291655,0.022860221,0.099287875,0.350584994,0.350584994,,,,
PA1714,exsD,0.307415844,0.6672813,0.327022978,0.320403637,5.58654595,0.05729776,0.003776225,0.027741964,0.15021151,0.15021151,,,,
PA1798,parS,0.307998634,0.6672813,-0.35183334,0.345127345,4.858429084,0.180071471,0.009780657,0.168888669,0.166865063,0.168888669,,,,
PA1876,PA1876,0.31628687,0.6672813,-0.754158792,0.752565271,4.840205483,0.850252029,0.012640953,0.836890777,0.169080609,0.836890777,,,,
PA1896,PA1896,0.311591823,0.6672813,-0.99821859,0.986491621,4.451322646,1.466730968,0.030139347,1.429609231,0.247909116,1.429609231,,,,
PA1912,femI,0.3114049,0.6672813,0.725421975,0.716622904,7.12764681,0.774129176,0.000983889,0.76933869,0.466443735,0.76933869,,,,
PA1969,PA1969,0.315251045,0.6672813,0.336883237,0.335452633,4.90371712,0.042470113,0.00732509,0.003203684,0.161467614,0.161467614,,,,
PA2065,pcoA,0.314703594,0.6672813,-0.935288971,0.930264218,4.780510999,1.300899455,0.019624716,1.278462556,0.177604189,1.278462556,,,,
PA2197,PA2197,0.310502871,0.6672813,-0.463785261,0.457306409,4.4919801,0.315484012,0.014386418,0.299307309,0.238890382,0.299307309,,,,
PA2214,PA2214,0.309182341,0.6672813,-0.875251348,0.860672225,4.471656185,1.118727492,0.024066697,1.087068322,0.243315239,1.087068322,,,,
PA2216,PA2216,0.312090234,0.6672813,-0.621939457,0.615266394,4.397531583,0.57030589,0.016112978,0.551716126,0.260812621,0.551716126,,,,
PA2221,PA2221,0.312775721,0.6672813,0.365270275,0.361863386,4.728078279,0.092748613,0.009498464,0.056403912,0.186919201,0.186919201,,,,
PA2436,PA2436,0.314549374,0.6672813,0.585917668,0.58258419,5.790940435,0.51027506,0.003143554,0.505962953,0.17181923,0.505962953,,,,
PA2686,pfeR,0.313985083,0.6672813,0.579334135,0.575366799,6.825744541,0.497944756,0.001229159,0.495341271,0.385554331,0.495341271,,,,
PA2756,PA2756,0.313492238,0.6672813,0.991454119,0.98366222,7.126013756,1.456004017,0.001060257,1.450326787,0.465994154,1.450326787,,,,
PA2773,PA2773,0.312108085,0.6672813,0.521464945,0.51588895,4.370126951,0.400947397,0.016703397,0.382508716,0.267769137,0.382508716,,,,
PA2778,PA2778,0.312946024,0.6672813,-0.315640079,0.312806162,5.417392982,0.093198007,0.005262322,0.073874439,0.141509221,0.141509221,,,,
PA2846,PA2846,0.308201441,0.6672813,-0.440687277,0.432468977,4.376310104,0.117261306,0.014365392,0.059384261,0.266178732,0.266178732,,,,
PA2922,PA2922,0.308057308,0.6672813,-1.220850614,1.197726279,4.213039311,2.168600755,0.042964588,2.108857772,0.31123491,2.108857772,,,,
PA2947,cobE,0.311397643,0.6672813,-0.788132593,0.77856119,3.61942945,0.913734927,0.046073698,0.863162592,0.475522066,0.863162592,,,,
PA2991,sth,0.310527184,0.6672813,0.441851546,0.43570099,6.264617601,0.28637226,0.00194887,0.28280416,0.249427859,0.28280416,,,,
PA3009,PA3009,0.313539777,0.6672813,1.046203469,1.038083268,6.443501148,1.621502757,0.003004293,1.613421015,0.290821198,1.613421015,,,,
PA3116,PA3116,0.312554617,0.6672813,-0.312883291,0.30982342,5.274411012,0.038789376,0.006135299,0.005640438,0.137850528,0.137850528,,,,
PA3144,PA3144,0.312111547,0.6672813,0.518261628,0.512723554,4.047513825,0.396041066,0.018545063,0.375783101,0.358484612,0.375783101,,,,
PA3168,gyrA,0.314994582,0.6672813,0.760087707,0.756458931,8.310959704,0.859996133,0.000306731,0.85803844,0.799706886,0.85803844,,,,
PA3377,PA3377,0.307813602,0.6672813,-0.704897369,0.691197493,3.749359818,0.72236886,0.037401064,0.679229899,0.439419174,0.679229899,,,,
PA3378,PA3378,0.309077783,0.6672813,-0.621089122,0.61061162,4.518099842,0.56314137,0.016079161,0.543190664,0.233209463,0.543190664,,,,
PA3392,nosZ,0.308027557,0.6672813,-0.490285927,0.480969759,4.776614553,0.349712378,0.010031635,0.336966229,0.178242095,0.336966229,,,,
PA3480,PA3480,0.307307804,0.6672813,0.542951832,0.53184303,5.832584865,0.427867418,0.003320431,0.420965083,0.177294225,0.420965083,,,,
PA3486,vgrG4b,0.315060888,0.6672813,-0.624904977,0.622006804,5.510115228,0.581422826,0.006836523,0.573502173,0.145684957,0.573502173,,,,
PA3521,opmE,0.308275593,0.6672813,-1.27491298,1.251329138,4.490952606,2.366610467,0.034743306,2.313993613,0.239109977,2.313993613,,,,
PA3621.1,rsmZ,0.311689028,0.6672813,-0.345206283,0.341219376,5.788701839,0.126709001,0.003115157,0.110583328,0.171530837,0.171530837,,,,
PA3670,PA3670,0.315923407,0.6672813,-0.893124647,0.890568379,4.589690478,1.191035935,0.018756339,1.170911717,0.21687222,1.170911717,,,,
PA3726,PA3726,0.314502836,0.6672813,-0.496295271,0.493424231,4.092687245,0.350352964,0.019252865,0.326322466,0.345948342,0.345948342,,,,
PA3890,opuCB,0.316412776,0.6672813,0.41934712,0.418569934,4.443077292,0.138838569,0.012983246,0.094620462,0.249817939,0.249817939,,,,
PA3914,moeA1,0.307232144,0.6672813,-0.57971872,0.567768856,4.493151661,0.487655906,0.014727635,0.468814575,0.238640539,0.468814575,,,,
PA3973,PA3973,0.307808814,0.6672813,-0.323344492,0.317057064,5.094444138,0.053927257,0.007593737,0.020608462,0.143194036,0.143194036,,,,
PA4041,PA4041,0.308981787,0.6672813,-0.391361068,0.384682641,5.402026923,0.223525927,0.005478772,0.216492329,0.140907629,0.216492329,,,,
PA4138,tyrS,0.3104001,0.6672813,-0.874490252,0.862090919,4.403408258,1.121260864,0.025804283,1.088996847,0.259352895,1.088996847,,,,
PA4183,PA4183,0.313872799,0.6672813,-0.426583283,0.423563708,4.416243957,0.176597194,0.012903439,0.139603067,0.256205883,0.256205883,,,,
PA4249,rpsH,0.316479577,0.6672813,0.757801286,0.756501251,6.859525275,0.859031808,0.001284992,0.857156223,0.394355742,0.857156223,,,,
PA4318,PA4318,0.312232846,0.6672813,-0.406505131,0.402262097,4.779596504,0.24375168,0.011889072,0.23083312,0.177753068,0.23083312,,,,
PA4325,PA4325,0.315339304,0.6672813,0.315142054,0.313861012,5.121212329,0.097656219,0.006234767,0.078592564,0.141528335,0.141528335,,,,
PA4362,PA4362,0.316229558,0.6672813,-0.393143741,0.392266579,5.172285556,0.231016283,0.007694799,0.223114804,0.139169293,0.223114804,,,,
PA4454,PA4454,0.309663684,0.6672813,0.610384337,0.600814575,4.871497457,0.544944496,0.008913948,0.532553283,0.165288116,0.532553283,,,,
PA4463,PA4463,0.310700369,0.6672813,0.969716157,0.956560068,8.802869496,1.380113425,0.000197401,1.372313345,0.923195102,1.372313345,,,,
PA4497,dppA2,0.31305544,0.6672813,-0.336526139,0.333580119,5.716975708,0.068795441,0.004159097,0.039366514,0.162754446,0.162754446,,,,
PA4502,dppA4,0.313696127,0.6672813,-0.380742732,0.377909644,6.073493559,0.140537336,0.00223256,0.119077225,0.211990989,0.211990989,,,,
PA4525,pilA,0.315264746,0.6672813,1.092669939,1.088060626,8.14855478,1.778829388,0.000561018,1.775252869,0.75544537,1.775252869,,,,
PA4647,uraA,0.30782389,0.6672813,0.324681813,0.318378303,5.554764563,0.059134005,0.003999855,0.030385797,0.148047261,0.148047261,,,,
PA4652,cupE5,0.307599942,0.6672813,-0.916415074,0.898207488,4.911564164,1.220077006,0.014458974,1.195706064,0.160556016,1.195706064,,,,
PA4732,pgi,0.316524603,0.6672813,0.589177046,0.588221018,7.081189735,0.519343637,0.00095724,0.518048709,0.453698977,0.518048709,,,,
PA4767,PA4767,0.310857722,0.6672813,0.702083688,0.692783818,5.52987907,0.723815754,0.004611892,0.715312236,0.146642537,0.715312236,,,,
PA4832,PA4832,0.310648897,0.6672813,-0.960858173,0.947721436,4.24967906,1.354785633,0.029038798,1.318225083,0.300704978,1.318225083,,,,
PA5012,waaF,0.312492254,0.6672813,-0.312670205,0.309572518,5.277493151,0.071872756,0.005880788,0.047299161,0.137871928,0.137871928,,,,
PA5071,PA5071,0.312506677,0.6672813,-0.571935057,0.566285659,4.716674309,0.48294825,0.011783767,0.469235405,0.18913672,0.469235405,,,,
PA5083,dguB,0.310302274,0.6672813,-0.554502566,0.546529802,3.816075532,0.274489042,0.027008571,0.200800321,0.421033666,0.421033666,,,,
PA5191,PA5191,0.31398584,0.6672813,0.459687327,0.456540058,4.663485586,0.313508321,0.009826117,0.30281712,0.200206039,0.30281712,,,,
PA5241,ppx,0.312367656,0.6672813,0.431032241,0.426652044,6.360226495,0.158319993,0.002012708,0.126216486,0.271035243,0.271035243,,,,
PA5278,dapF,0.309986105,0.6672813,0.372923154,0.367321071,5.996815819,0.107708754,0.002688141,0.079795923,0.199699013,0.199699013,,,,
PA5332,crc,0.309416633,0.6672813,0.983273468,0.967363363,6.718608724,1.412998264,0.001731831,1.401955983,0.358122518,1.401955983,,,,
PA2793,PA2793,0.316960057,0.667710079,0.325621075,0.325385358,4.987426774,0.069118363,0.006510608,0.040126438,0.152302839,0.152302839,,,,
PA5137,PA5137,0.316972667,0.667710079,-0.423373681,0.423078225,4.422886841,0.209134963,0.013892782,0.180308944,0.254599995,0.254599995,,,,
PA0683,hxcY,0.317582816,0.667918758,-1.532849465,1.533712225,3.526410856,3.527616072,0.183063771,3.345346013,0.501505635,3.345346013,,,,
PA2090,PA2090,0.317483052,0.667918758,-1.441746379,1.442260509,3.61107858,3.119728237,0.102854934,3.017318128,0.477851802,3.017318128,,,,
PA2116,PA2116,0.317683602,0.667918758,-0.519433612,0.519834223,4.348956161,0.405216526,0.020218351,0.385123078,0.273301245,0.385123078,,,,
PA4240,rpsK,0.317429626,0.667918758,0.551494545,0.551630307,6.290170549,0.456399065,0.002231976,0.454212018,0.255052043,0.454212018,,,,
PA4566,obg,0.317634383,0.667918758,0.662247135,0.662690488,6.998592266,0.6585618,0.000983871,0.657754154,0.431285737,0.657754154,,,,
PA2050,PA2050,0.318092115,0.668520124,-0.893870151,0.895314996,3.58270333,1.201607885,0.050350524,1.15203289,0.485773373,1.15203289,,,,
PA0087,tssE1,0.318406075,0.668785859,0.98071749,0.982940198,3.298190826,1.447947758,0.11912607,1.33013108,0.565161539,1.33013108,,,,
PA0245,aroQ2,0.318463622,0.668785859,-0.631950435,0.633458017,3.370661586,0.507542066,0.056891864,0.427775211,0.545011724,0.545011724,,,,
PA1143,PA1143,0.319045463,0.669750054,-0.882474953,0.885644363,3.682868198,1.174867738,0.049915405,1.126633502,0.45785542,1.126633502,,,,
PA5341,PA5341,0.319177748,0.669770146,-0.925660477,0.929238963,3.997149086,1.293236257,0.036894771,1.258332806,0.371940406,1.258332806,,,,
PA4451,PA4451,0.319327265,0.669826369,0.687168197,0.690037865,5.674669285,0.713042745,0.004871899,0.709356484,0.158120396,0.709356484,,,,
PA1548,PA1548,0.319476104,0.669881128,0.964686739,0.969013331,3.511225934,1.405970354,0.046279543,1.36220071,0.505751389,1.36220071,,,,
PA2087,PA2087,0.320082242,0.670444546,-1.171162702,1.177889759,2.942252385,2.076395764,0.175323891,1.905812535,0.661703374,1.905812535,,,,
PA3805,pilF,0.320113317,0.670444546,0.538732339,0.541861565,5.740126357,0.439406506,0.004015368,0.436405565,0.165476067,0.436405565,,,,
PA4830,PA4830,0.319900682,0.670444546,-0.962239703,0.967403703,4.530537626,1.400815483,0.020589973,1.383214913,0.230429202,1.383214913,,,,
PA0884,PA0884,0.320440326,0.670805861,-0.430766308,0.433561291,4.376037726,0.085854948,0.015714548,0.022019283,0.266248542,0.266248542,,,,
PA3054,PA3054,0.320531639,0.670805861,-0.333198811,0.335424024,5.736545482,0.06369869,0.003716531,0.034273789,0.165047382,0.165047382,,,,
PA0945,purM,0.321083708,0.671446315,0.306844117,0.309245922,5.325018881,0.096316364,0.004878749,0.080209214,0.138570811,0.138570811,,,,
PA4923,PA4923,0.320967591,0.671446315,-0.680524509,0.685686724,4.433159871,0.703133622,0.020856275,0.684393149,0.252147987,0.684393149,,,,
PA1451,PA1451,0.321624092,0.672081625,-0.77190159,0.778812828,4.694244142,0.906608924,0.013369254,0.896454877,0.193669861,0.896454877,,,,
PA1600,PA1600,0.3218368,0.672081625,-0.992044832,1.0013672,4.618224124,1.498529408,0.020196337,1.483908067,0.210320332,1.483908067,,,,
PA1729,PA1729,0.32188006,0.672081625,0.660040068,0.666302111,6.414605808,0.663446071,0.001645799,0.664291955,0.283886118,0.664291955,,,,
PA2597,PA2597,0.321844114,0.672081625,-0.753401799,0.760493104,4.608048532,0.864303996,0.017705844,0.849818799,0.212647735,0.849818799,,,,
PA1801,clpP,0.322185879,0.672462917,1.131280115,1.142734959,7.603408776,1.950950233,0.00097913,1.957785649,0.600827738,1.957785649,,,,
PA0422,PA0422,0.322475487,0.67259343,0.329237073,0.332769885,5.719455547,0.103882591,0.003063539,0.086140806,0.163040156,0.163040156,,,,
PA1790,PA1790,0.322494871,0.67259343,-0.482523908,0.487721071,4.117332451,0.183932655,0.017875575,0.124729248,0.33893219,0.33893219,,,,
PA1267,lhpB,0.323838527,0.674866691,-1.118681801,1.133875166,3.623532755,1.918242162,0.071198251,1.857311087,0.474377622,1.857311087,,,,
PA2200,PA2200,0.324357455,0.674866691,-0.307085679,0.311590363,5.398223516,0.124315164,0.004868318,0.115162532,0.140764514,0.140764514,,,,
PA3027,PA3027,0.324052905,0.674866691,0.306593382,0.310895093,5.378180166,0.111313518,0.004931265,0.098960819,0.140052373,0.140052373,,,,
PA4287,PA4287,0.324450384,0.674866691,-0.720714824,0.731427562,4.316500005,0.797812491,0.02353384,0.778945577,0.282021465,0.778945577,,,,
PA4291,PA4291,0.324430023,0.674866691,0.371937906,0.377450524,4.926952397,0.21246402,0.007793679,0.205909668,0.158794789,0.205909668,,,,
PA4643,PA4643,0.324401753,0.674866691,0.430233956,0.43658509,4.901522732,0.284258226,0.008045399,0.277864412,0.16172403,0.277864412,,,,
PA5434,mtr,0.323859978,0.674866691,-0.360395449,0.36530635,5.077226384,0.199103939,0.007048604,0.19312449,0.144407893,0.19312449,,,,
PA4298,PA4298,0.324741391,0.675214672,-0.857671097,0.870943241,2.497550665,1.130930469,0.196565817,0.941247376,0.771430313,0.941247376,,,,
PA1684,PA1684,0.32488775,0.675261744,0.439689855,0.446628979,5.860945917,0.297371085,0.002695116,0.296521051,0.18110564,0.296521051,,,,
PA3188,PA3188,0.325109993,0.675466442,1.329692698,1.351298301,6.503006018,2.721633321,0.00329551,2.735715139,0.305216467,2.735715139,,,,
PA3909,eddB,0.325322104,0.675649941,-0.828489539,0.842320513,5.122837424,1.05732309,0.010451719,1.05380405,0.141436284,1.05380405,,,,
PA0004,gyrB,0.326050465,0.675746964,0.672582093,0.684840571,7.961470169,0.670941509,0.000415663,0.668623722,0.703094248,0.703094248,,,,
PA0182,PA0182,0.326018199,0.675746964,-1.069146379,1.088560034,3.760943976,1.764877731,0.074352495,1.703091927,0.436217852,1.703091927,,,,
PA0414,chpB,0.325770713,0.675746964,-0.340548904,0.346555293,4.82572723,0.074514073,0.009229846,0.040422662,0.170921011,0.170921011,,,,
PA0512,nirH,0.325962519,0.675746964,-0.955218534,0.972451548,2.768678114,1.408527151,0.163205885,1.255287136,0.706375677,1.255287136,,,,
PA1885,PA1885,0.32623548,0.675746964,-0.392751574,0.400062832,4.541094118,0.115069085,0.012034269,0.073956912,0.228041135,0.228041135,,,,
PA2886,atuA,0.326077812,0.675746964,-1.172188824,1.193620603,4.666067278,2.121884163,0.023343684,2.11375153,0.199645045,2.11375153,,,,
PA3679,PA3679,0.326154694,0.675746964,-0.633991691,0.645685917,5.308359624,0.620876003,0.007415688,0.617949766,0.138250809,0.617949766,,,,
PA0185,PA0185,0.32667069,0.676035129,-1.364444553,1.391095233,4.491063256,2.88068782,0.033358791,2.869360131,0.239086308,2.869360131,,,,
PA3281,PA3281,0.326831509,0.676035129,-0.528345013,0.538843883,3.881209995,0.277696591,0.032307253,0.210132817,0.403221843,0.403221843,,,,
PA3468,PA3468,0.327117767,0.676035129,-0.331542686,0.338330997,5.76036381,0.158107606,0.003754397,0.152659903,0.167947398,0.167947398,,,,
PA3505,PA3505,0.32705805,0.676035129,-0.674890368,0.688623683,3.7432438,0.705686195,0.038852945,0.67245092,0.441110742,0.67245092,,,,
PA4336,PA4336,0.326664446,0.676035129,0.309480368,0.315521145,5.504008645,0.062224508,0.003936922,0.037926926,0.145393467,0.145393467,,,,
PA4699,PA4699,0.327046147,0.676035129,0.347636612,0.354701926,5.897089041,0.089855392,0.002727584,0.064272451,0.185992601,0.185992601,,,,
PA0056,PA0056,0.327648431,0.676698909,-0.964454824,0.98528224,4.341941611,1.443989244,0.026074938,1.430096702,0.275162429,1.430096702,,,,
PA1982,exaA,0.327704701,0.676698909,-0.691099222,0.706105655,4.773762586,0.741587675,0.012185768,0.735692025,0.178714873,0.735692025,,,,
PA5209,PA5209,0.327934887,0.676698909,0.424344122,0.433764638,6.399973446,0.189041875,0.001828966,0.166947902,0.280398675,0.280398675,,,,
PA5346,sadB,0.327930111,0.676698909,0.687091653,0.702338275,7.238195332,0.733563346,0.00082074,0.739097839,0.49712168,0.739097839,,,,
PA0115,PA0115,0.328410161,0.67742353,-0.41099783,0.420535061,4.445896982,0.119522604,0.016112362,0.069946187,0.249162244,0.249162244,,,,
PA0664,PA0664,0.328808175,0.677515651,0.480332269,0.491883006,5.260718613,0.359554396,0.005209497,0.35771384,0.137793973,0.35771384,,,,
PA1518,PA1518,0.329158922,0.677515651,0.37381795,0.383085003,4.655074492,0.218026902,0.010017406,0.210113773,0.202047579,0.210113773,,,,
PA1648,PA1648,0.329323749,0.677515651,-0.301935969,0.309526515,5.247076287,0.044020141,0.005907252,0.014930926,0.137802743,0.137802743,,,,
PA1849,PA1849,0.329233419,0.677515651,-0.742704485,0.761233582,2.683205803,0.813576676,0.141645453,0.66847166,0.727569398,0.727569398,,,,
PA2974,PA2974,0.328863893,0.677515651,0.326222694,0.334105984,5.732486106,0.160825457,0.002875486,0.158248368,0.164564727,0.164564727,,,,
PA5402,PA5402,0.32906966,0.677515651,-0.490955475,0.503033553,4.049251422,0.138789481,0.021551855,0.061546016,0.358012279,0.358012279,,,,
PA5494,PA5494,0.328625061,0.677515651,0.828253045,0.847849322,6.092431382,1.068419101,0.003088123,1.075184587,0.215286149,1.075184587,,,,
PA2804,PA2804,0.329550235,0.677726142,-0.557613822,0.571899758,3.698405478,0.405432608,0.037065089,0.35312573,0.45353891,0.45353891,,,,
PA2797,PA2797,0.329897358,0.678184475,0.815663858,0.837161631,6.459256634,1.040599774,0.002163421,1.049095973,0.294622995,1.049095973,,,,
PA2132,cupA5,0.330263906,0.678426947,-1.087057186,1.116553806,3.743126455,1.85053888,0.05449908,1.815539524,0.441143206,1.815539524,,,,
PA5244,PA5244,0.330253045,0.678426947,-0.314538232,0.323065775,5.020057242,0.036528282,0.007400002,0.001159988,0.149157241,0.149157241,,,,
PA0118,PA0118,0.331145957,0.679013746,-1.111127325,1.143360677,3.501330771,1.939109546,0.076971846,1.883938611,0.508518205,1.883938611,,,,
PA0740,sdsA1,0.331124967,0.679013746,-0.319202667,0.328448349,5.676510249,0.071634125,0.003505497,0.047828281,0.15831198,0.15831198,,,,
PA1266,lhpE,0.330866861,0.679013746,-1.436259954,1.477072506,3.093094223,3.236944623,0.305995883,2.966618901,0.621430797,2.966618901,,,,
PA4856,retS,0.330893595,0.679013746,0.405767547,0.417320849,6.308506155,0.150629843,0.002074823,0.124469743,0.259160214,0.259160214,,,,
PA5331,pyrE,0.3311716,0.679013746,0.490881289,0.505148343,6.443823218,0.37849915,0.001664221,0.381098052,0.290898793,0.381098052,,,,
PA1266.1,lhpF,0.333090198,0.67913917,-1.297551333,1.340572667,0.760277064,2.66165393,0.058712653,2.636989961,0.964829207,2.636989961,,,,
PA1483,cycH,0.333154597,0.67913917,-0.546065697,0.564246094,4.696862348,0.471504709,0.012721585,0.464838896,0.193129739,0.464838896,,,,
PA1704,pcrR,0.332209558,0.67913917,-0.970787779,1.001149738,3.353654215,1.48548963,0.082841953,1.420609242,0.549748681,1.420609242,,,,
PA2386,pvdA,0.332331935,0.67913917,0.685451296,0.707068134,7.980952652,0.740887458,0.000390245,0.749527774,0.70859842,0.749527774,,,,
