target_id,ens_gene,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,,,,
PA5284,PA5284,0.104121715,0.521372773,-0.630561894,0.387992314,4.601923158,0.219089166,0.011752625,0.113005719,0.214054429,0.214054429,,,,
PA1073,braD,0.104690259,0.5218815,-0.503128434,0.310089141,5.332914788,0.08169274,0.005484487,0.001704605,0.138748426,0.138748426,,,,
PA1157,PA1157,0.104551888,0.5218815,-0.878000373,0.540915235,4.547544274,0.582372547,0.01778407,0.421099868,0.226571767,0.421099868,,,,
PA1235,PA1235,0.1047014,0.5218815,-0.699914418,0.431386524,4.39288427,0.253454506,0.017166307,0.115946753,0.261975192,0.261975192,,,,
PA2215,lyxD,0.104534636,0.5218815,-0.716135702,0.441172303,4.340999391,0.229849092,0.016536046,0.07845644,0.275413455,0.275413455,,,,
PA3534,PA3534,0.10442423,0.5218815,-0.893362514,0.550176918,5.574209629,0.602662543,0.005566165,0.448475796,0.149323952,0.448475796,,,,
PA3806,PA3806,0.104830013,0.522045813,0.987069182,0.60859739,6.698432741,0.73676061,0.001420328,0.554165846,0.353042644,0.554165846,,,,
PA2489,PA2489,0.105028429,0.522557122,-0.512206311,0.315991492,5.491369822,0.090886041,0.004982466,0.010241845,0.144793468,0.144793468,,,,
PA3588,PA3588,0.10536284,0.523266953,-0.515364271,0.318245436,5.078291735,0.115462431,0.007590549,0.037137365,0.144329687,0.144329687,,,,
PA4634,PA4634,0.105310644,0.523266953,-0.546636103,0.337505675,4.902208599,0.132635068,0.009221303,0.044518397,0.161643818,0.161643818,,,,
PA0227,PA0227,0.106252542,0.524820247,-1.049872558,0.64996779,4.083358548,0.83761947,0.030315189,0.603372002,0.348576165,0.603372002,,,,
PA0962,dps,0.106116062,0.524820247,1.106699121,0.684881194,7.961905977,0.79026942,0.000375891,0.528167279,0.703217483,0.703217483,,,,
PA1486,bapF,0.106085083,0.524820247,-0.545751874,0.337708822,5.074131324,0.22621023,0.00737808,0.163692793,0.144637366,0.163692793,,,,
PA1973,pqqF,0.106037107,0.524820247,-0.942973996,0.583427967,5.164488373,0.675225818,0.009460383,0.501121906,0.139455388,0.501121906,,,,
PA2570,lecA,0.106176758,0.524820247,1.150289891,0.711981003,4.259446838,1.005250388,0.032474402,0.727901021,0.297924842,0.727901021,,,,
PA4115,PA4115,0.105967449,0.524820247,0.924182113,0.571687193,7.085838255,0.64842527,0.000901511,0.48933786,0.454969939,0.48933786,,,,
PA0448,gcdR,0.106843618,0.526790173,-0.834159825,0.51729431,3.994766705,0.497794646,0.028813157,0.332496671,0.372576948,0.372576948,,,,
PA2881,PA2881,0.107326983,0.526790173,-1.021152716,0.634128444,3.558423476,0.795368521,0.04023714,0.562941185,0.492556898,0.562941185,,,,
PA3210,trkH,0.107226201,0.526790173,-0.517210461,0.321091819,5.059529859,0.178587054,0.008885358,0.114033461,0.145764577,0.145764577,,,,
PA4351,olsA,0.107324275,0.526790173,-0.712809388,0.442646058,4.337042416,0.313253689,0.017433025,0.183597628,0.276470274,0.276470274,,,,
PA4862,PA4862,0.107286241,0.526790173,-1.444036593,0.896632286,3.702131015,1.590311853,0.056195882,1.149728304,0.452504603,1.149728304,,,,
PA4981,lysP,0.107298748,0.526790173,-0.548746438,0.340740181,4.869359125,0.220867154,0.008610526,0.154552421,0.165545281,0.165545281,,,,
PA5242,ppk,0.107233666,0.526790173,0.816859935,0.507129374,6.821779471,0.431964826,0.001244433,0.288489042,0.384525871,0.384525871,,,,
PA1607,PA1607,0.107537517,0.527270847,0.730768227,0.454073643,5.637249691,0.407626109,0.003924434,0.305349876,0.154446748,0.305349876,,,,
PA2537,PA2537,0.107618125,0.527270847,0.519951855,0.323153816,5.011783072,0.165337151,0.006715004,0.098575211,0.149927579,0.149927579,,,,
PA0127,PA0127,0.108358565,0.527583452,-0.549933634,0.342506574,4.855047101,0.098531977,0.008691125,0.001063721,0.167275005,0.167275005,,,,
PA1519,PA1519,0.10828743,0.527583452,-0.795135742,0.495122172,4.719944162,0.483847412,0.012915578,0.354803369,0.188494572,0.354803369,,,,
PA1738,PA1738,0.108228803,0.527583452,-0.665386683,0.414260039,4.475821557,0.289190221,0.015022515,0.180437972,0.242394555,0.242394555,,,,
PA2921,PA2921,0.108219173,0.527583452,-1.365325853,0.85000875,4.211000586,1.426252256,0.034934737,1.048837577,0.3118244,1.048837577,,,,
PA3506,PA3506,0.108295796,0.527583452,-1.486522065,0.925662678,4.55336956,1.691146026,0.02467018,1.26060691,0.225239354,1.26060691,,,,
PA4013,PA4013,0.107782421,0.527583452,-0.619457107,0.385176806,4.612127123,0.127591006,0.010828471,0.004762621,0.211713287,0.211713287,,,,
PA4746.1,PA4746.1,0.107925374,0.527583452,0.989785563,0.61569592,4.430221671,0.748800397,0.015362636,0.553259562,0.25284534,0.553259562,,,,
PA4745,nusA,0.108465858,0.527635163,1.13453301,0.706818219,7.122323253,0.985659939,0.000915199,0.748472794,0.464978569,0.748472794,,,,
PA1438,PA1438,0.108562641,0.527635704,-0.505884209,0.315254077,5.470737797,0.162773971,0.005247753,0.102250149,0.143829947,0.143829947,,,,
PA0100,PA0100,0.108881963,0.528716864,0.496999293,0.309997065,5.36130026,0.156788049,0.004634297,0.098722652,0.139512973,0.139512973,,,,
PA3832,holC,0.109272897,0.530143531,0.602117844,0.375978263,5.174028491,0.278395354,0.005409459,0.206630021,0.139109163,0.206630021,,,,
PA3997,lipB,0.109471724,0.530165632,0.977787506,0.610898753,5.920202922,0.734657265,0.002866374,0.556929555,0.18910021,0.556929555,,,,
PA5412,PA5412,0.109393883,0.530165632,-0.588340457,0.367500688,5.995010878,0.218416605,0.00315452,0.14006205,0.199430613,0.199430613,,,,
PA3006,psrA,0.109618449,0.530405579,0.849259911,0.53081715,6.114337632,0.554492935,0.002770385,0.419879886,0.21922041,0.419879886,,,,
PA0796,prpB,0.109774188,0.530688678,0.524377884,0.327898298,5.591481398,0.211512402,0.004058792,0.157217148,0.150582934,0.157217148,,,,
PA2006,PA2006,0.110030939,0.531459174,-0.55852129,0.349500867,5.852830707,0.123775033,0.003215385,0.034523644,0.180010898,0.180010898,,,,
PA1125,PA1125,0.11039885,0.532764741,-0.623144156,0.39034264,4.588653457,0.176159404,0.011439623,0.063143892,0.217111442,0.217111442,,,,
PA0538,dsbB,0.111620754,0.534218829,-0.539338237,0.339003818,5.377289737,0.225174026,0.005969409,0.166415974,0.140022476,0.166415974,,,,
PA0863,PA0863,0.111195022,0.534218829,-0.496515349,0.311716096,5.385145397,0.084659568,0.005458888,0.007917762,0.140291499,0.140291499,,,,
PA1229,PA1229,0.111713779,0.534218829,-1.315277453,0.826939161,4.261686877,1.339580485,0.031232061,0.994510503,0.297289252,0.994510503,,,,
PA1932,PA1932,0.110952922,0.534218829,0.52019481,0.326360988,4.998705033,0.177406732,0.008583612,0.111698813,0.15118363,0.15118363,,,,
PA2736.1,PA2736.1,0.111439638,0.534218829,0.910885892,0.572252369,4.940971862,0.641881261,0.007482294,0.483726866,0.157224411,0.483726866,,,,
PA2942,PA2942,0.111660255,0.534218829,-0.505100696,0.317518658,5.54013549,0.156722505,0.004037721,0.096192894,0.147189427,0.147189427,,,,
PA3509,PA3509,0.11153942,0.534218829,-1.246664357,0.783419283,3.613792118,1.202746534,0.047712928,0.872905732,0.477094688,0.872905732,,,,
PA3616,PA3616,0.11118279,0.534218829,1.201920691,0.754549087,5.581765634,1.116597194,0.004805825,0.849210661,0.149860601,0.849210661,,,,
PA4610,PA4610,0.11174376,0.534218829,-0.822069675,0.516893603,4.059700126,0.523354362,0.027808751,0.372959744,0.355153561,0.372959744,,,,
PA5156,PA5156,0.111776823,0.534218829,-1.146742183,0.721104815,4.543677905,1.018495876,0.018129928,0.761858304,0.227453368,0.761858304,,,,
PA5513,poxA,0.111041352,0.534218829,-0.727356997,0.456443878,4.815999241,0.408723676,0.010112655,0.302398865,0.172242134,0.302398865,,,,
PA4555,pilY2,0.112119257,0.535034091,1.121421318,0.705856084,5.160316371,0.975155106,0.006786608,0.740562609,0.139619808,0.740562609,,,,
PA4743,rbfA,0.112143459,0.535034091,0.694389012,0.43709867,4.349488839,0.220549232,0.013422405,0.081448098,0.273160466,0.273160466,,,,
PA1646,PA1646,0.11229544,0.535291276,-1.077746547,0.678698906,5.009265584,0.901219931,0.011675462,0.679272844,0.150165761,0.679272844,,,,
PA2135,PA2135,0.11244743,0.535548058,0.977352007,0.615737033,5.521251239,0.741523596,0.007105343,0.561592797,0.146217824,0.561592797,,,,
PA4310,pctB,0.112641076,0.53600261,-0.84780488,0.534409444,4.581321587,0.558344079,0.01676048,0.411629701,0.218803443,0.411629701,,,,
PA2929,PA2929,0.112880486,0.536673947,-0.785302629,0.495340953,4.100803554,0.443566833,0.02439536,0.298800598,0.34364863,0.34364863,,,,
PA2678,PA2678,0.113053,0.537026347,-0.490235814,0.309371474,5.287594385,0.131888437,0.005602471,0.069133893,0.137963593,0.137963593,,,,
PA4008,PA4008,0.113282402,0.537181019,-0.825047206,0.520991273,5.12529077,0.529929156,0.008428862,0.398718998,0.141299344,0.398718998,,,,
PA4531,PA4531,0.113243344,0.537181019,1.217429517,0.768685047,3.577173212,1.15369243,0.034755795,0.851559258,0.487318062,0.851559258,,,,
PA2115,PA2115,0.1134613,0.537562303,-0.562288615,0.355243647,4.770468195,0.105933387,0.010029983,0.003823568,0.17926709,0.17926709,,,,
PA3549,algJ,0.11374983,0.538461903,1.291667417,0.816704157,5.399025607,1.30092823,0.013784755,0.986723764,0.140794494,0.986723764,,,,
PA1320,cyoD,0.114067703,0.539172967,1.022106822,0.646833032,3.680308801,0.815482272,0.037056866,0.590532591,0.458566903,0.590532591,,,,
PA3713,spdH,0.1141964,0.539172967,-0.710030166,0.449497371,5.560267282,0.393700315,0.005129807,0.297942023,0.148393017,0.297942023,,,,
PA3975,thiD,0.114162567,0.539172967,-0.611119258,0.386843879,4.616661145,0.248572717,0.013795349,0.156870517,0.210676931,0.210676931,,,,
PA0973,oprL,0.114648766,0.540840937,1.259766317,0.798514113,7.198588616,1.241253098,0.001011721,0.955425461,0.486077824,0.955425461,,,,
PA0102,PA0102,0.114862904,0.541383185,-0.964633349,0.611802447,7.179063192,0.728317931,0.000963951,0.560489401,0.480654327,0.560489401,,,,
PA3371,PA3371,0.115547076,0.544138001,0.984220985,0.625401686,3.35899188,0.547094991,0.038428413,0.28218122,0.548262491,0.548262491,,,,
PA1827,PA1827,0.115851675,0.545102104,-1.145043613,0.728201681,4.106960411,1.029670688,0.031448766,0.763967765,0.341896625,0.763967765,,,,
PA0852.1,PA0852.1,0.116047368,0.545244082,-0.896652337,0.570540994,3.904444323,0.631816055,0.047300301,0.440975237,0.396906426,0.440975237,,,,
PA1139,PA1139,0.116181544,0.545244082,-0.517756476,0.329570279,4.965321416,0.183696606,0.008338763,0.120755082,0.15458609,0.15458609,,,,
PA1232,PA1232,0.116130307,0.545244082,-0.827751597,0.526819137,4.767343641,0.538597895,0.011854323,0.404453281,0.179796807,0.404453281,,,,
PA0782,putA,0.116352984,0.54549836,0.877423559,0.558773445,7.131633753,0.367086056,0.00079983,0.169355701,0.467541814,0.467541814,,,,
PA4426,PA4426,0.116682118,0.54549836,0.79792918,0.508606614,5.429223039,0.501424118,0.004695654,0.383325377,0.141995736,0.383325377,,,,
PA4452,PA4452,0.11672942,0.54549836,0.713034751,0.454553001,4.271556766,0.221387553,0.015429391,0.070648092,0.294498255,0.294498255,,,,
PA4603,PA4603,0.11673545,0.54549836,0.523901185,0.333987624,4.917149267,0.188424442,0.007409043,0.12519434,0.159912557,0.159912557,,,,
PA4681,PA4681,0.116671414,0.54549836,-0.600267465,0.382604211,4.622829754,0.166854753,0.010307283,0.063140772,0.209271691,0.209271691,,,,
PA0542,PA0542,0.116939164,0.545982855,-0.495091668,0.315797308,5.482921562,0.111965345,0.005195876,0.042842396,0.144396034,0.144396034,,,,
PA2448,PA2448,0.117201951,0.546742094,-0.81261739,0.518705152,5.077151885,0.520970149,0.010184936,0.393397616,0.144413377,0.393397616,,,,
PA4009,PA4009,0.11731524,0.546803227,-0.517942466,0.330712203,4.951545974,0.102095381,0.007991877,0.019028201,0.156063966,0.156063966,,,,
PA5374,betI,0.117585338,0.547594516,-0.483518305,0.308959428,5.288454597,0.079494328,0.005210999,0.00648568,0.137972893,0.137972893,,,,
PA3995,PA3995,0.118189345,0.54815748,-0.520525013,0.333153307,5.444166796,0.214473238,0.005595191,0.160891498,0.142635617,0.160891498,,,,
PA4238,rpoA,0.118058665,0.54815748,0.931934368,0.596257042,7.364189952,0.644588096,0.00070054,0.479346454,0.532583151,0.532583151,,,,
PA4672,PA4672,0.117921819,0.54815748,0.79815718,0.510475518,4.017757086,0.347343531,0.024431696,0.170852136,0.366446185,0.366446185,,,,
PA5052,PA5052,0.118050161,0.54815748,-0.505080272,0.323145828,5.018505635,0.127245481,0.007334619,0.056057451,0.14930022,0.14930022,,,,
PA5509,PA5509,0.118208383,0.54815748,-0.520248563,0.332993604,4.932458445,0.150208148,0.008153195,0.078110027,0.158173915,0.158173915,,,,
PA3822,PA3822,0.11871167,0.550024019,1.093396893,0.70080378,4.913913072,0.948006156,0.010043844,0.726645064,0.160284835,0.726645064,,,,
PA1195,ddaH,0.118920215,0.550111976,-0.807174201,0.517644374,3.98955593,0.292002302,0.027963364,0.092715693,0.373970184,0.373970184,,,,
PA1649,PA1649,0.119040777,0.550111976,-0.770882168,0.494531698,4.364333078,0.471751716,0.019170271,0.34767213,0.269270005,0.34767213,,,,
PA2446,gcvH2,0.119133814,0.550111976,0.892203528,0.572505331,5.053463695,0.632122966,0.00829055,0.483352982,0.146253966,0.483352982,,,,
PA2556,PA2556,0.118961436,0.550111976,-0.587576351,0.376857412,5.01004226,0.273999601,0.009109448,0.203922815,0.150092093,0.203922815,,,,
PA0593,pdxA,0.119406006,0.550630311,-0.753695372,0.483984523,4.579895088,0.451506236,0.017154697,0.334206831,0.219132693,0.334206831,,,,
PA5219,PA5219,0.119447836,0.550630311,-0.512049446,0.328849115,5.674204809,0.200839086,0.004140397,0.148585472,0.158072213,0.158072213,,,,
PA1182,PA1182,0.119569292,0.550725061,-0.764453375,0.491109629,5.02798167,0.46474309,0.009077152,0.352705849,0.148437898,0.352705849,,,,
PA2913,PA2913,0.119788634,0.55127012,1.5398954,0.989865414,4.88417554,1.887183598,0.019862806,1.4498875,0.163771657,1.4498875,,,,
PA2754,PA2754,0.120109915,0.552282998,0.743367945,0.478261604,5.555144932,0.440259765,0.004071025,0.339030218,0.14807076,0.339030218,,,,
PA1987,pqqC,0.120334802,0.552851306,0.504115243,0.324530082,5.007383868,0.104030299,0.007634731,0.027103576,0.150344929,0.150344929,,,,
PA5172,arcB,0.120601773,0.553611838,0.71855731,0.462912587,6.473811031,0.412043058,0.001784373,0.319647722,0.298143429,0.319647722,,,,
PA0487,PA0487,0.12095385,0.554271854,-0.482593575,0.31119362,5.38730768,0.073960812,0.004894615,0.00022019,0.140367589,0.140367589,,,,
PA1020,PA1020,0.121050211,0.554271854,-0.941597462,0.607333134,4.608365222,0.708605978,0.016656241,0.536624063,0.21257511,0.536624063,,,,
PA4508,PA4508,0.120889821,0.554271854,-0.811116602,0.522946947,3.950283875,0.274966829,0.025697611,0.071294623,0.384512654,0.384512654,,,,
PA3680,PA3680,0.121216867,0.554569709,-0.697982617,0.450402569,4.986908331,0.38958889,0.008198104,0.296095608,0.152355057,0.296095608,,,,
PA4571,PA4571,0.121376992,0.554837203,0.521799292,0.336857757,5.747467187,0.112782988,0.00384654,0.035029258,0.166363183,0.166363183,,,,
PA2736,PA2736,0.121529187,0.555068036,0.725524388,0.468567911,4.867024796,0.421382755,0.008282834,0.321050996,0.165826428,0.321050996,,,,
PA5397,PA5397,0.122014789,0.556819998,-1.238791632,0.801095566,2.619817693,1.230486339,0.191878908,0.770752251,0.74289684,0.770752251,,,,
PA1052,PA1052,0.122711784,0.556860471,-0.802408188,0.519865934,4.746737009,0.517470378,0.012721752,0.392669132,0.183430762,0.392669132,,,,
PA2479,PA2479,0.122629558,0.556860471,-0.68857602,0.446018076,4.314825715,0.182358289,0.015919706,0.034226804,0.28247848,0.28247848,,,,
PA2672,PA2672,0.122737843,0.556860471,-1.200047178,0.777543275,2.671293627,1.036052757,0.176384244,0.578639242,0.730476072,0.730476072,,,,
PA2783,mep72,0.122544057,0.556860471,-0.639676477,0.414249195,4.758678681,0.328678673,0.012016643,0.24538695,0.181295624,0.24538695,,,,
PA4102,bfmS,0.122378521,0.556860471,-0.669967823,0.433673561,4.73969295,0.360344374,0.011944832,0.270164304,0.184726534,0.270164304,,,,
PA4194,PA4194,0.12257758,0.556860471,-0.717786425,0.464874217,4.230326066,0.238019629,0.017912326,0.086405704,0.30624973,0.30624973,,,,
PA5197,rimK,0.12238097,0.556860471,0.62855369,0.40686865,4.50474904,0.167088011,0.012169758,0.048535352,0.236143389,0.236143389,,,,
PA1261,lhpR,0.123232982,0.557511446,-1.047285531,0.679462367,4.3606346,0.883045025,0.024742761,0.667760902,0.270233326,0.667760902,,,,
PA4256,rplP,0.123073771,0.557511446,0.924947795,0.599836726,6.592616859,0.688423445,0.001638544,0.538067603,0.326877146,0.538067603,,,,
PA4557,lytB,0.123289907,0.557511446,0.708229255,0.459557753,5.934683194,0.403908598,0.002634152,0.314155842,0.191027666,0.314155842,,,,
PA5218,PA5218,0.123109312,0.557511446,-0.477202692,0.309499468,5.287262112,0.129834111,0.005724819,0.071171916,0.137960062,0.137960062,,,,
PA1674,folE2,0.123718609,0.558090273,0.559725234,0.363611161,4.910275365,0.252643393,0.007756081,0.190563533,0.160705146,0.190563533,,,,
PA4248,rplF,0.12364261,0.558090273,1.019047696,0.661864278,7.119835307,0.837214649,0.001090005,0.656006479,0.464294239,0.656006479,,,,
PA4976,aruH,0.123724667,0.558090273,-0.48707937,0.316423739,5.510320207,0.09033822,0.00449122,0.019464187,0.145694754,0.145694754,,,,
PA4350,olsB,0.123828889,0.558099153,-0.610224715,0.39653324,4.560130329,0.149410112,0.01217012,0.034952194,0.223687796,0.223687796,,,,
PA2478,PA2478,0.124199007,0.559305428,-0.944626841,0.614437317,4.995472522,0.72073582,0.010218896,0.556080928,0.151501089,0.556080928,,,,
PA3662,PA3662,0.124736445,0.560631944,0.887597958,0.578167045,4.719569586,0.637481599,0.010634773,0.490780926,0.188567879,0.490780926,,,,
PA4034,aqpZ,0.125007159,0.560631944,0.854549082,0.557039209,4.904301253,0.591427457,0.010102577,0.455336445,0.161399465,0.455336445,,,,
PA4330,PA4330,0.124880639,0.560631944,-0.487809573,0.317872844,5.074539756,0.086570824,0.006957826,0.012021387,0.144606892,0.144606892,,,,
PA4884,PA4884,0.124908035,0.560631944,-0.715886577,0.466529243,4.326461965,0.414927519,0.014846558,0.311627744,0.279316209,0.311627744,,,,
PA4983,PA4983,0.124598224,0.560631944,-0.496204166,0.323100904,5.024923706,0.113729853,0.007877982,0.041952369,0.14871331,0.14871331,,,,
PA0015,PA0015,0.125677481,0.562690937,-0.531663349,0.347181058,4.830225501,0.229441399,0.009993886,0.170808144,0.170332875,0.170808144,,,,
PA1128,PA1128,0.125824981,0.562690937,-0.73896226,0.482737309,4.418876743,0.443461938,0.014517764,0.3350352,0.255567532,0.3350352,,,,
PA1453,flhF,0.125878643,0.562690937,-0.902394402,0.589585198,7.209443264,0.661427543,0.000812637,0.520603421,0.489098972,0.520603421,,,,
PA4314,purU1,0.125671145,0.562690937,0.580981003,0.379379584,5.542353272,0.27397632,0.004378894,0.211514409,0.147313654,0.211514409,,,,
PA1859,PA1859,0.125999871,0.562771928,-0.513663116,0.335712582,4.911773866,0.181593707,0.008522634,0.119525826,0.160531773,0.160531773,,,,
PA0900,PA0900,0.126557351,0.564338255,0.804545092,0.526596941,5.284839197,0.526953048,0.005610597,0.41034591,0.137935366,0.41034591,,,,
PA4384,PA4384,0.126487834,0.564338255,-0.592105944,0.387478657,4.598968847,0.136573678,0.01047549,0.028770565,0.214734075,0.214734075,,,,
PA0113,PA0113,0.127484853,0.56444105,-0.546898986,0.358835113,5.00832374,0.244244716,0.007725222,0.185418736,0.150255318,0.185418736,,,,
PA1586,sucB,0.127159881,0.56444105,1.059922954,0.694850145,6.993732983,0.916411069,0.001175929,0.723049156,0.429977621,0.723049156,,,,
PA2053,cynT,0.127065301,0.56444105,-0.977122629,0.640409672,4.34044871,0.778580047,0.020490927,0.594695895,0.275560278,0.594695895,,,,
PA2408,fpvD,0.12701679,0.56444105,0.472124715,0.309392738,5.327360416,0.121688031,0.004964003,0.06355788,0.138621796,0.138621796,,,,
PA3798,PA3798,0.127404563,0.56444105,0.493618056,0.32380775,5.623910091,0.160717195,0.004031977,0.105492472,0.153245211,0.153245211,,,,
